Dataset,method,Experiment,RMSE
30_monk,chain01_datawig,1,0.3868 ± 0.0576
30_monk,chain01_datawig,2,0.3976 ± 0.0863
30_monk,chain01_datawig,3,0.3762 ± 0.0414
30_monk,chain01_datawig,4,0.3846 ± 0.0774
30_monk,chain01_datawig,5,0.3784 ± 0.0802
30_monk,chain01_datawig,6,0.3929 ± 0.0600
30_monk,chain01_datawig,7,0.3797 ± 0.0581
30_monk,chain01_datawig,8,0.3737 ± 0.0498
30_monk,chain01_datawig,9,0.3845 ± 0.0664
30_monk,chain01_datawig,10,0.3799 ± 0.0925
30_monk,chain01_datawig,11,0.3899 ± 0.0547
30_monk,chain01_datawig,12,0.3705 ± 0.0606
30_monk,chain01_datawig,13,0.3779 ± 0.0872
30_monk,chain01_datawig,14,0.3709 ± 0.0569
30_monk,chain01_datawig,15,0.3969 ± 0.0426
30_monk,chain01_datawig,16,0.3727 ± 0.0689
30_monk,chain01_datawig,17,0.4037 ± 0.0540
30_monk,chain01_datawig,18,0.3499 ± 0.0802
30_monk,chain01_datawig,19,0.3565 ± 0.0910
30_monk,chain01_datawig,20,0.3574 ± 0.0482
30_monk,chain01_datawig,21,0.3688 ± 0.0559
30_monk,chain01_datawig,22,0.3706 ± 0.0716
30_monk,chain01_datawig,23,0.3725 ± 0.0516
30_monk,chain01_datawig,24,0.3793 ± 0.0848
30_monk,chain01_datawig,25,0.3572 ± 0.0613
30_monk,chain01_datawig,26,0.3765 ± 0.0520
30_monk,chain01_datawig,27,0.3911 ± 0.0441
30_monk,chain01_datawig,28,0.3700 ± 0.0726
30_monk,chain01_datawig,29,0.3754 ± 0.0466
30_monk,chain01_datawig,30,0.3885 ± 0.0541
