Dataset,method,Experiment,RMSE
31_blood,chain01_datawig,1,0.1690 ± 0.0995
31_blood,chain01_datawig,2,0.1721 ± 0.1211
31_blood,chain01_datawig,3,0.2042 ± 0.1257
31_blood,chain01_datawig,4,0.1455 ± 0.0715
31_blood,chain01_datawig,5,0.2337 ± 0.1016
31_blood,chain01_datawig,6,0.1843 ± 0.0875
31_blood,chain01_datawig,7,0.1869 ± 0.1008
31_blood,chain01_datawig,8,0.2321 ± 0.1051
31_blood,chain01_datawig,9,0.1722 ± 0.0913
31_blood,chain01_datawig,10,0.3048 ± 0.2402
31_blood,chain01_datawig,11,0.1947 ± 0.0861
31_blood,chain01_datawig,12,0.1453 ± 0.0621
31_blood,chain01_datawig,13,0.1839 ± 0.0397
31_blood,chain01_datawig,14,0.2386 ± 0.1143
31_blood,chain01_datawig,15,0.1982 ± 0.0824
31_blood,chain01_datawig,16,0.2004 ± 0.0978
31_blood,chain01_datawig,17,0.2590 ± 0.1156
31_blood,chain01_datawig,18,0.3146 ± 0.1907
31_blood,chain01_datawig,19,0.1409 ± 0.0712
31_blood,chain01_datawig,20,0.2142 ± 0.1015
31_blood,chain01_datawig,21,0.1596 ± 0.0810
31_blood,chain01_datawig,22,0.2123 ± 0.0768
31_blood,chain01_datawig,23,0.2175 ± 0.0745
31_blood,chain01_datawig,24,0.2368 ± 0.1318
31_blood,chain01_datawig,25,0.1732 ± 0.0746
31_blood,chain01_datawig,26,0.1819 ± 0.1054
31_blood,chain01_datawig,27,0.2158 ± 0.0949
31_blood,chain01_datawig,28,0.1883 ± 0.0464
31_blood,chain01_datawig,29,0.2709 ± 0.1642
31_blood,chain01_datawig,30,0.1573 ± 0.0748
