Dataset,method,Experiment,RMSE
30_monk,chain02_datawig,1,0.3869 ± 0.0577
30_monk,chain02_datawig,2,0.4022 ± 0.0856
30_monk,chain02_datawig,3,0.3722 ± 0.0448
30_monk,chain02_datawig,4,0.3882 ± 0.0701
30_monk,chain02_datawig,5,0.3740 ± 0.0743
30_monk,chain02_datawig,6,0.3957 ± 0.0611
30_monk,chain02_datawig,7,0.3859 ± 0.0579
30_monk,chain02_datawig,8,0.3727 ± 0.0495
30_monk,chain02_datawig,9,0.3821 ± 0.0628
30_monk,chain02_datawig,10,0.3820 ± 0.0887
30_monk,chain02_datawig,11,0.3951 ± 0.0600
30_monk,chain02_datawig,12,0.3728 ± 0.0577
30_monk,chain02_datawig,13,0.3799 ± 0.0859
30_monk,chain02_datawig,14,0.3741 ± 0.0545
30_monk,chain02_datawig,15,0.4011 ± 0.0446
30_monk,chain02_datawig,16,0.3719 ± 0.0645
30_monk,chain02_datawig,17,0.4059 ± 0.0472
30_monk,chain02_datawig,18,0.3546 ± 0.0890
30_monk,chain02_datawig,19,0.3552 ± 0.0888
30_monk,chain02_datawig,20,0.3511 ± 0.0432
30_monk,chain02_datawig,21,0.3696 ± 0.0582
30_monk,chain02_datawig,22,0.3628 ± 0.0691
30_monk,chain02_datawig,23,0.3677 ± 0.0434
30_monk,chain02_datawig,24,0.3811 ± 0.0887
30_monk,chain02_datawig,25,0.3618 ± 0.0666
30_monk,chain02_datawig,26,0.3784 ± 0.0519
30_monk,chain02_datawig,27,0.3862 ± 0.0403
30_monk,chain02_datawig,28,0.3702 ± 0.0701
30_monk,chain02_datawig,29,0.3805 ± 0.0478
30_monk,chain02_datawig,30,0.3850 ± 0.0587
