Dataset,method,Experiment,RMSE
33_forty,chain02_datawig,1,0.2313 ± 0.0852
33_forty,chain02_datawig,2,0.2467 ± 0.0987
33_forty,chain02_datawig,3,0.2525 ± 0.1465
33_forty,chain02_datawig,4,0.2369 ± 0.0600
33_forty,chain02_datawig,5,0.2331 ± 0.1160
33_forty,chain02_datawig,6,0.2206 ± 0.0698
33_forty,chain02_datawig,7,0.2144 ± 0.0612
33_forty,chain02_datawig,8,0.1890 ± 0.0603
33_forty,chain02_datawig,9,0.2604 ± 0.1005
33_forty,chain02_datawig,10,0.2526 ± 0.1240
33_forty,chain02_datawig,11,0.2447 ± 0.1135
33_forty,chain02_datawig,12,0.2597 ± 0.1292
33_forty,chain02_datawig,13,0.2647 ± 0.1635
33_forty,chain02_datawig,14,0.2272 ± 0.0777
33_forty,chain02_datawig,15,0.2409 ± 0.0553
33_forty,chain02_datawig,16,0.2289 ± 0.0665
33_forty,chain02_datawig,17,0.2556 ± 0.1982
33_forty,chain02_datawig,18,0.2506 ± 0.1514
33_forty,chain02_datawig,19,0.2415 ± 0.0744
33_forty,chain02_datawig,20,0.2210 ± 0.1155
33_forty,chain02_datawig,21,0.2570 ± 0.1749
33_forty,chain02_datawig,22,0.2241 ± 0.0655
33_forty,chain02_datawig,23,0.2218 ± 0.0773
33_forty,chain02_datawig,24,0.2279 ± 0.0608
33_forty,chain02_datawig,25,0.2173 ± 0.0690
33_forty,chain02_datawig,26,0.2199 ± 0.0601
33_forty,chain02_datawig,27,0.1995 ± 0.0716
33_forty,chain02_datawig,28,0.2460 ± 0.0656
33_forty,chain02_datawig,29,0.2731 ± 0.1443
33_forty,chain02_datawig,30,0.2182 ± 0.0785
