Dataset,method,Iteration,Entropy for each column,Sorted columns based on entropy,Column,1th Iteration RMSE,2th Iteration RMSE,3th Iteration RMSE,4th Iteration RMSE,5th Iteration RMSE,6th Iteration RMSE,7th Iteration RMSE,8th Iteration RMSE,9th Iteration RMSE,10th Iteration RMSE,11th Iteration RMSE,12th Iteration RMSE,13th Iteration RMSE,14th Iteration RMSE,15th Iteration RMSE,16th Iteration RMSE,17th Iteration RMSE,18th Iteration RMSE,19th Iteration RMSE,20th Iteration RMSE,21th Iteration RMSE,22th Iteration RMSE,23th Iteration RMSE,24th Iteration RMSE,25th Iteration RMSE,26th Iteration RMSE,27th Iteration RMSE,28th Iteration RMSE,29th Iteration RMSE,30th Iteration RMSE
1_breast,up_chain03_datawig,6,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",menopause,,,,,,0.43967483929888473,,,,,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,6,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",breast,,,,,,0.45176996879921927,,,,,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,6,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",irradiat,,,,,,0.5182999348349235,,,,,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,7,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",tumor-size,,,,,,,0.232303197921279,,,,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,7,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",age,,,,,,,0.17026403628516296,,,,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,7,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",breast-quad,,,,,,,0.17174715910378188,,,,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,7,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",inv-nodes,,,,,,,0.35721354263169114,,,,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,7,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",deg-malig,,,,,,,0.3593306276652674,,,,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,7,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",node-caps,,,,,,,0.20796174465598732,,,,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,7,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",menopause,,,,,,,0.5529829454800755,,,,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,7,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",breast,,,,,,,0.4715172989079886,,,,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,7,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",irradiat,,,,,,,0.49347138373237825,,,,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,8,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",tumor-size,,,,,,,,0.205478037084572,,,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,8,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",age,,,,,,,,0.21613457811548664,,,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,8,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",breast-quad,,,,,,,,0.1765426405530804,,,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,8,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",inv-nodes,,,,,,,,0.2810009430349612,,,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,8,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",deg-malig,,,,,,,,0.33531848257092856,,,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,8,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",node-caps,,,,,,,,0.22458256774145732,,,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,8,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",menopause,,,,,,,,0.4271968743744293,,,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,8,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",breast,,,,,,,,0.5714183017313345,,,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,8,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",irradiat,,,,,,,,0.44655762744684296,,,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,9,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",tumor-size,,,,,,,,,0.25785092547371097,,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,9,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",age,,,,,,,,,0.09962355755535383,,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,9,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",breast-quad,,,,,,,,,0.205143439801787,,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,9,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",inv-nodes,,,,,,,,,0.16599478502350562,,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,9,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",deg-malig,,,,,,,,,0.3310709322795546,,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,9,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",node-caps,,,,,,,,,0.19326725657069585,,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,9,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",menopause,,,,,,,,,0.414839141571426,,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,9,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",breast,,,,,,,,,0.5621793159620939,,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,9,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",irradiat,,,,,,,,,0.38911818250828534,,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,10,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",tumor-size,,,,,,,,,,0.24719893415198274,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,10,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",age,,,,,,,,,,0.21709850900817812,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,10,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",breast-quad,,,,,,,,,,0.21905382708598942,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,10,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",inv-nodes,,,,,,,,,,0.3154090705360985,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,10,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",deg-malig,,,,,,,,,,0.384003761375618,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,10,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",node-caps,,,,,,,,,,0.796341627312523,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,10,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",menopause,,,,,,,,,,0.30300615829005945,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,10,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",breast,,,,,,,,,,0.5513432302718544,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,10,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",irradiat,,,,,,,,,,0.41268487746760446,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,11,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",tumor-size,,,,,,,,,,,0.19792971515930882,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,11,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",age,,,,,,,,,,,0.21507183078771877,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,11,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",breast-quad,,,,,,,,,,,0.2435380312280984,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,11,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",inv-nodes,,,,,,,,,,,0.36231607234976443,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,11,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",deg-malig,,,,,,,,,,,0.4646341611968353,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,11,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",node-caps,,,,,,,,,,,0.1714310484812706,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,11,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",menopause,,,,,,,,,,,0.4594962149047405,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,11,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",breast,,,,,,,,,,,0.49253729265963325,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,11,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",irradiat,,,,,,,,,,,0.4549635191777373,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,12,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",tumor-size,,,,,,,,,,,,0.2793950493335583,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,12,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",age,,,,,,,,,,,,0.17894792257349978,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,12,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",breast-quad,,,,,,,,,,,,0.2923264339285856,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,12,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",inv-nodes,,,,,,,,,,,,0.3140187581479173,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,12,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",deg-malig,,,,,,,,,,,,0.4327697069270875,,,,,,,,,,,,,,,,,,
