Dataset,method,Iteration,Entropy for each column,Sorted columns based on entropy,Column,1th Iteration RMSE,2th Iteration RMSE,3th Iteration RMSE,4th Iteration RMSE,5th Iteration RMSE,6th Iteration RMSE,7th Iteration RMSE,8th Iteration RMSE,9th Iteration RMSE,10th Iteration RMSE,11th Iteration RMSE,12th Iteration RMSE,13th Iteration RMSE,14th Iteration RMSE,15th Iteration RMSE,16th Iteration RMSE,17th Iteration RMSE,18th Iteration RMSE,19th Iteration RMSE,20th Iteration RMSE,21th Iteration RMSE,22th Iteration RMSE,23th Iteration RMSE,24th Iteration RMSE,25th Iteration RMSE,26th Iteration RMSE,27th Iteration RMSE,28th Iteration RMSE,29th Iteration RMSE,30th Iteration RMSE
1_breast,chain03_datawig,5,"{'irradiat': 0.9621461334087001, 'breast': 0.9767760065324899, 'menopause': 1.0491285906157648, 'node-caps': 1.0676553829615263, 'deg-malig': 1.4972088294090173, 'inv-nodes': 1.5958445662504868, 'breast-quad': 2.084821395901945, 'age': 2.2619461485438426, 'tumor-size': 2.2810242047847193}","irradiat, breast, menopause, node-caps, deg-malig, inv-nodes, breast-quad, age, tumor-size",inv-nodes,,,,,0.22390322777687965,,,,,,,,,,,,,,,,,,,,,,,,,
1_breast,chain03_datawig,5,"{'irradiat': 0.9621461334087001, 'breast': 0.9767760065324899, 'menopause': 1.0491285906157648, 'node-caps': 1.0676553829615263, 'deg-malig': 1.4972088294090173, 'inv-nodes': 1.5958445662504868, 'breast-quad': 2.084821395901945, 'age': 2.2619461485438426, 'tumor-size': 2.2810242047847193}","irradiat, breast, menopause, node-caps, deg-malig, inv-nodes, breast-quad, age, tumor-size",breast-quad,,,,,0.17604002989952286,,,,,,,,,,,,,,,,,,,,,,,,,
1_breast,chain03_datawig,5,"{'irradiat': 0.9621461334087001, 'breast': 0.9767760065324899, 'menopause': 1.0491285906157648, 'node-caps': 1.0676553829615263, 'deg-malig': 1.4972088294090173, 'inv-nodes': 1.5958445662504868, 'breast-quad': 2.084821395901945, 'age': 2.2619461485438426, 'tumor-size': 2.2810242047847193}","irradiat, breast, menopause, node-caps, deg-malig, inv-nodes, breast-quad, age, tumor-size",age,,,,,0.19532636744849183,,,,,,,,,,,,,,,,,,,,,,,,,
1_breast,chain03_datawig,5,"{'irradiat': 0.9621461334087001, 'breast': 0.9767760065324899, 'menopause': 1.0491285906157648, 'node-caps': 1.0676553829615263, 'deg-malig': 1.4972088294090173, 'inv-nodes': 1.5958445662504868, 'breast-quad': 2.084821395901945, 'age': 2.2619461485438426, 'tumor-size': 2.2810242047847193}","irradiat, breast, menopause, node-caps, deg-malig, inv-nodes, breast-quad, age, tumor-size",tumor-size,,,,,0.1316292099908244,,,,,,,,,,,,,,,,,,,,,,,,,
1_breast,chain03_datawig,6,"{'irradiat': 0.9621461334087001, 'breast': 0.9767760065324899, 'menopause': 1.0491285906157648, 'node-caps': 1.0676553829615263, 'deg-malig': 1.4972088294090173, 'inv-nodes': 1.5958445662504868, 'breast-quad': 2.084821395901945, 'age': 2.2619461485438426, 'tumor-size': 2.2810242047847193}","irradiat, breast, menopause, node-caps, deg-malig, inv-nodes, breast-quad, age, tumor-size",irradiat,,,,,,0.43575506377165646,,,,,,,,,,,,,,,,,,,,,,,,
1_breast,chain03_datawig,6,"{'irradiat': 0.9621461334087001, 'breast': 0.9767760065324899, 'menopause': 1.0491285906157648, 'node-caps': 1.0676553829615263, 'deg-malig': 1.4972088294090173, 'inv-nodes': 1.5958445662504868, 'breast-quad': 2.084821395901945, 'age': 2.2619461485438426, 'tumor-size': 2.2810242047847193}","irradiat, breast, menopause, node-caps, deg-malig, inv-nodes, breast-quad, age, tumor-size",breast,,,,,,0.42457867171233943,,,,,,,,,,,,,,,,,,,,,,,,
1_breast,chain03_datawig,6,"{'irradiat': 0.9621461334087001, 'breast': 0.9767760065324899, 'menopause': 1.0491285906157648, 'node-caps': 1.0676553829615263, 'deg-malig': 1.4972088294090173, 'inv-nodes': 1.5958445662504868, 'breast-quad': 2.084821395901945, 'age': 2.2619461485438426, 'tumor-size': 2.2810242047847193}","irradiat, breast, menopause, node-caps, deg-malig, inv-nodes, breast-quad, age, tumor-size",menopause,,,,,,0.41934911905510375,,,,,,,,,,,,,,,,,,,,,,,,
1_breast,chain03_datawig,6,"{'irradiat': 0.9621461334087001, 'breast': 0.9767760065324899, 'menopause': 1.0491285906157648, 'node-caps': 1.0676553829615263, 'deg-malig': 1.4972088294090173, 'inv-nodes': 1.5958445662504868, 'breast-quad': 2.084821395901945, 'age': 2.2619461485438426, 'tumor-size': 2.2810242047847193}","irradiat, breast, menopause, node-caps, deg-malig, inv-nodes, breast-quad, age, tumor-size",node-caps,,,,,,0.8166703716064395,,,,,,,,,,,,,,,,,,,,,,,,
1_breast,chain03_datawig,6,"{'irradiat': 0.9621461334087001, 'breast': 0.9767760065324899, 'menopause': 1.0491285906157648, 'node-caps': 1.0676553829615263, 'deg-malig': 1.4972088294090173, 'inv-nodes': 1.5958445662504868, 'breast-quad': 2.084821395901945, 'age': 2.2619461485438426, 'tumor-size': 2.2810242047847193}","irradiat, breast, menopause, node-caps, deg-malig, inv-nodes, breast-quad, age, tumor-size",deg-malig,,,,,,0.37712315974662514,,,,,,,,,,,,,,,,,,,,,,,,
1_breast,chain03_datawig,6,"{'irradiat': 0.9621461334087001, 'breast': 0.9767760065324899, 'menopause': 1.0491285906157648, 'node-caps': 1.0676553829615263, 'deg-malig': 1.4972088294090173, 'inv-nodes': 1.5958445662504868, 'breast-quad': 2.084821395901945, 'age': 2.2619461485438426, 'tumor-size': 2.2810242047847193}","irradiat, breast, menopause, node-caps, deg-malig, inv-nodes, breast-quad, age, tumor-size",inv-nodes,,,,,,0.3468430272802858,,,,,,,,,,,,,,,,,,,,,,,,
1_breast,chain03_datawig,6,"{'irradiat': 0.9621461334087001, 'breast': 0.9767760065324899, 'menopause': 1.0491285906157648, 'node-caps': 1.0676553829615263, 'deg-malig': 1.4972088294090173, 'inv-nodes': 1.5958445662504868, 'breast-quad': 2.084821395901945, 'age': 2.2619461485438426, 'tumor-size': 2.2810242047847193}","irradiat, breast, menopause, node-caps, deg-malig, inv-nodes, breast-quad, age, tumor-size",breast-quad,,,,,,0.32471012401796073,,,,,,,,,,,,,,,,,,,,,,,,
1_breast,chain03_datawig,6,"{'irradiat': 0.9621461334087001, 'breast': 0.9767760065324899, 'menopause': 1.0491285906157648, 'node-caps': 1.0676553829615263, 'deg-malig': 1.4972088294090173, 'inv-nodes': 1.5958445662504868, 'breast-quad': 2.084821395901945, 'age': 2.2619461485438426, 'tumor-size': 2.2810242047847193}","irradiat, breast, menopause, node-caps, deg-malig, inv-nodes, breast-quad, age, tumor-size",age,,,,,,0.21939000747609394,,,,,,,,,,,,,,,,,,,,,,,,
1_breast,chain03_datawig,6,"{'irradiat': 0.9621461334087001, 'breast': 0.9767760065324899, 'menopause': 1.0491285906157648, 'node-caps': 1.0676553829615263, 'deg-malig': 1.4972088294090173, 'inv-nodes': 1.5958445662504868, 'breast-quad': 2.084821395901945, 'age': 2.2619461485438426, 'tumor-size': 2.2810242047847193}","irradiat, breast, menopause, node-caps, deg-malig, inv-nodes, breast-quad, age, tumor-size",tumor-size,,,,,,0.17914804202584947,,,,,,,,,,,,,,,,,,,,,,,,
1_breast,chain03_datawig,7,"{'irradiat': 0.9621461334087001, 'breast': 0.9767760065324899, 'menopause': 1.0491285906157648, 'node-caps': 1.0676553829615263, 'deg-malig': 1.4972088294090173, 'inv-nodes': 1.5958445662504868, 'breast-quad': 2.084821395901945, 'age': 2.2619461485438426, 'tumor-size': 2.2810242047847193}","irradiat, breast, menopause, node-caps, deg-malig, inv-nodes, breast-quad, age, tumor-size",irradiat,,,,,,,0.47958061900544924,,,,,,,,,,,,,,,,,,,,,,,
1_breast,chain03_datawig,7,"{'irradiat': 0.9621461334087001, 'breast': 0.9767760065324899, 'menopause': 1.0491285906157648, 'node-caps': 1.0676553829615263, 'deg-malig': 1.4972088294090173, 'inv-nodes': 1.5958445662504868, 'breast-quad': 2.084821395901945, 'age': 2.2619461485438426, 'tumor-size': 2.2810242047847193}","irradiat, breast, menopause, node-caps, deg-malig, inv-nodes, breast-quad, age, tumor-size",breast,,,,,,,0.41867612658338227,,,,,,,,,,,,,,,,,,,,,,,
1_breast,chain03_datawig,7,"{'irradiat': 0.9621461334087001, 'breast': 0.9767760065324899, 'menopause': 1.0491285906157648, 'node-caps': 1.0676553829615263, 'deg-malig': 1.4972088294090173, 'inv-nodes': 1.5958445662504868, 'breast-quad': 2.084821395901945, 'age': 2.2619461485438426, 'tumor-size': 2.2810242047847193}","irradiat, breast, menopause, node-caps, deg-malig, inv-nodes, breast-quad, age, tumor-size",menopause,,,,,,,0.5124153946119618,,,,,,,,,,,,,,,,,,,,,,,
1_breast,chain03_datawig,7,"{'irradiat': 0.9621461334087001, 'breast': 0.9767760065324899, 'menopause': 1.0491285906157648, 'node-caps': 1.0676553829615263, 'deg-malig': 1.4972088294090173, 'inv-nodes': 1.5958445662504868, 'breast-quad': 2.084821395901945, 'age': 2.2619461485438426, 'tumor-size': 2.2810242047847193}","irradiat, breast, menopause, node-caps, deg-malig, inv-nodes, breast-quad, age, tumor-size",node-caps,,,,,,,0.2037216143638638,,,,,,,,,,,,,,,,,,,,,,,
1_breast,chain03_datawig,7,"{'irradiat': 0.9621461334087001, 'breast': 0.9767760065324899, 'menopause': 1.0491285906157648, 'node-caps': 1.0676553829615263, 'deg-malig': 1.4972088294090173, 'inv-nodes': 1.5958445662504868, 'breast-quad': 2.084821395901945, 'age': 2.2619461485438426, 'tumor-size': 2.2810242047847193}","irradiat, breast, menopause, node-caps, deg-malig, inv-nodes, breast-quad, age, tumor-size",deg-malig,,,,,,,0.3606618906594033,,,,,,,,,,,,,,,,,,,,,,,
1_breast,chain03_datawig,7,"{'irradiat': 0.9621461334087001, 'breast': 0.9767760065324899, 'menopause': 1.0491285906157648, 'node-caps': 1.0676553829615263, 'deg-malig': 1.4972088294090173, 'inv-nodes': 1.5958445662504868, 'breast-quad': 2.084821395901945, 'age': 2.2619461485438426, 'tumor-size': 2.2810242047847193}","irradiat, breast, menopause, node-caps, deg-malig, inv-nodes, breast-quad, age, tumor-size",inv-nodes,,,,,,,0.3537458926013945,,,,,,,,,,,,,,,,,,,,,,,
1_breast,chain03_datawig,7,"{'irradiat': 0.9621461334087001, 'breast': 0.9767760065324899, 'menopause': 1.0491285906157648, 'node-caps': 1.0676553829615263, 'deg-malig': 1.4972088294090173, 'inv-nodes': 1.5958445662504868, 'breast-quad': 2.084821395901945, 'age': 2.2619461485438426, 'tumor-size': 2.2810242047847193}","irradiat, breast, menopause, node-caps, deg-malig, inv-nodes, breast-quad, age, tumor-size",breast-quad,,,,,,,0.21436162396164354,,,,,,,,,,,,,,,,,,,,,,,
1_breast,chain03_datawig,7,"{'irradiat': 0.9621461334087001, 'breast': 0.9767760065324899, 'menopause': 1.0491285906157648, 'node-caps': 1.0676553829615263, 'deg-malig': 1.4972088294090173, 'inv-nodes': 1.5958445662504868, 'breast-quad': 2.084821395901945, 'age': 2.2619461485438426, 'tumor-size': 2.2810242047847193}","irradiat, breast, menopause, node-caps, deg-malig, inv-nodes, breast-quad, age, tumor-size",age,,,,,,,0.1773833096661035,,,,,,,,,,,,,,,,,,,,,,,
1_breast,chain03_datawig,7,"{'irradiat': 0.9621461334087001, 'breast': 0.9767760065324899, 'menopause': 1.0491285906157648, 'node-caps': 1.0676553829615263, 'deg-malig': 1.4972088294090173, 'inv-nodes': 1.5958445662504868, 'breast-quad': 2.084821395901945, 'age': 2.2619461485438426, 'tumor-size': 2.2810242047847193}","irradiat, breast, menopause, node-caps, deg-malig, inv-nodes, breast-quad, age, tumor-size",tumor-size,,,,,,,0.24196218332386774,,,,,,,,,,,,,,,,,,,,,,,
1_breast,chain03_datawig,8,"{'irradiat': 0.9621461334087001, 'breast': 0.9767760065324899, 'menopause': 1.0491285906157648, 'node-caps': 1.0676553829615263, 'deg-malig': 1.4972088294090173, 'inv-nodes': 1.5958445662504868, 'breast-quad': 2.084821395901945, 'age': 2.2619461485438426, 'tumor-size': 2.2810242047847193}","irradiat, breast, menopause, node-caps, deg-malig, inv-nodes, breast-quad, age, tumor-size",irradiat,,,,,,,,0.3931483983048608,,,,,,,,,,,,,,,,,,,,,,
1_breast,chain03_datawig,8,"{'irradiat': 0.9621461334087001, 'breast': 0.9767760065324899, 'menopause': 1.0491285906157648, 'node-caps': 1.0676553829615263, 'deg-malig': 1.4972088294090173, 'inv-nodes': 1.5958445662504868, 'breast-quad': 2.084821395901945, 'age': 2.2619461485438426, 'tumor-size': 2.2810242047847193}","irradiat, breast, menopause, node-caps, deg-malig, inv-nodes, breast-quad, age, tumor-size",breast,,,,,,,,0.5697179094097947,,,,,,,,,,,,,,,,,,,,,,
1_breast,chain03_datawig,8,"{'irradiat': 0.9621461334087001, 'breast': 0.9767760065324899, 'menopause': 1.0491285906157648, 'node-caps': 1.0676553829615263, 'deg-malig': 1.4972088294090173, 'inv-nodes': 1.5958445662504868, 'breast-quad': 2.084821395901945, 'age': 2.2619461485438426, 'tumor-size': 2.2810242047847193}","irradiat, breast, menopause, node-caps, deg-malig, inv-nodes, breast-quad, age, tumor-size",menopause,,,,,,,,0.3724571002585925,,,,,,,,,,,,,,,,,,,,,,
1_breast,chain03_datawig,8,"{'irradiat': 0.9621461334087001, 'breast': 0.9767760065324899, 'menopause': 1.0491285906157648, 'node-caps': 1.0676553829615263, 'deg-malig': 1.4972088294090173, 'inv-nodes': 1.5958445662504868, 'breast-quad': 2.084821395901945, 'age': 2.2619461485438426, 'tumor-size': 2.2810242047847193}","irradiat, breast, menopause, node-caps, deg-malig, inv-nodes, breast-quad, age, tumor-size",node-caps,,,,,,,,0.1751420685952565,,,,,,,,,,,,,,,,,,,,,,
1_breast,chain03_datawig,8,"{'irradiat': 0.9621461334087001, 'breast': 0.9767760065324899, 'menopause': 1.0491285906157648, 'node-caps': 1.0676553829615263, 'deg-malig': 1.4972088294090173, 'inv-nodes': 1.5958445662504868, 'breast-quad': 2.084821395901945, 'age': 2.2619461485438426, 'tumor-size': 2.2810242047847193}","irradiat, breast, menopause, node-caps, deg-malig, inv-nodes, breast-quad, age, tumor-size",deg-malig,,,,,,,,0.34090608408773404,,,,,,,,,,,,,,,,,,,,,,
1_breast,chain03_datawig,8,"{'irradiat': 0.9621461334087001, 'breast': 0.9767760065324899, 'menopause': 1.0491285906157648, 'node-caps': 1.0676553829615263, 'deg-malig': 1.4972088294090173, 'inv-nodes': 1.5958445662504868, 'breast-quad': 2.084821395901945, 'age': 2.2619461485438426, 'tumor-size': 2.2810242047847193}","irradiat, breast, menopause, node-caps, deg-malig, inv-nodes, breast-quad, age, tumor-size",inv-nodes,,,,,,,,0.28793496410817615,,,,,,,,,,,,,,,,,,,,,,
1_breast,chain03_datawig,8,"{'irradiat': 0.9621461334087001, 'breast': 0.9767760065324899, 'menopause': 1.0491285906157648, 'node-caps': 1.0676553829615263, 'deg-malig': 1.4972088294090173, 'inv-nodes': 1.5958445662504868, 'breast-quad': 2.084821395901945, 'age': 2.2619461485438426, 'tumor-size': 2.2810242047847193}","irradiat, breast, menopause, node-caps, deg-malig, inv-nodes, breast-quad, age, tumor-size",breast-quad,,,,,,,,0.19288221711092346,,,,,,,,,,,,,,,,,,,,,,
1_breast,chain03_datawig,8,"{'irradiat': 0.9621461334087001, 'breast': 0.9767760065324899, 'menopause': 1.0491285906157648, 'node-caps': 1.0676553829615263, 'deg-malig': 1.4972088294090173, 'inv-nodes': 1.5958445662504868, 'breast-quad': 2.084821395901945, 'age': 2.2619461485438426, 'tumor-size': 2.2810242047847193}","irradiat, breast, menopause, node-caps, deg-malig, inv-nodes, breast-quad, age, tumor-size",age,,,,,,,,0.27125436896015115,,,,,,,,,,,,,,,,,,,,,,
1_breast,chain03_datawig,8,"{'irradiat': 0.9621461334087001, 'breast': 0.9767760065324899, 'menopause': 1.0491285906157648, 'node-caps': 1.0676553829615263, 'deg-malig': 1.4972088294090173, 'inv-nodes': 1.5958445662504868, 'breast-quad': 2.084821395901945, 'age': 2.2619461485438426, 'tumor-size': 2.2810242047847193}","irradiat, breast, menopause, node-caps, deg-malig, inv-nodes, breast-quad, age, tumor-size",tumor-size,,,,,,,,0.20782100050531024,,,,,,,,,,,,,,,,,,,,,,
1_breast,chain03_datawig,9,"{'irradiat': 0.9621461334087001, 'breast': 0.9767760065324899, 'menopause': 1.0491285906157648, 'node-caps': 1.0676553829615263, 'deg-malig': 1.4972088294090173, 'inv-nodes': 1.5958445662504868, 'breast-quad': 2.084821395901945, 'age': 2.2619461485438426, 'tumor-size': 2.2810242047847193}","irradiat, breast, menopause, node-caps, deg-malig, inv-nodes, breast-quad, age, tumor-size",irradiat,,,,,,,,,0.33553665148625983,,,,,,,,,,,,,,,,,,,,,
1_breast,chain03_datawig,9,"{'irradiat': 0.9621461334087001, 'breast': 0.9767760065324899, 'menopause': 1.0491285906157648, 'node-caps': 1.0676553829615263, 'deg-malig': 1.4972088294090173, 'inv-nodes': 1.5958445662504868, 'breast-quad': 2.084821395901945, 'age': 2.2619461485438426, 'tumor-size': 2.2810242047847193}","irradiat, breast, menopause, node-caps, deg-malig, inv-nodes, breast-quad, age, tumor-size",breast,,,,,,,,,0.534327110146065,,,,,,,,,,,,,,,,,,,,,
1_breast,chain03_datawig,9,"{'irradiat': 0.9621461334087001, 'breast': 0.9767760065324899, 'menopause': 1.0491285906157648, 'node-caps': 1.0676553829615263, 'deg-malig': 1.4972088294090173, 'inv-nodes': 1.5958445662504868, 'breast-quad': 2.084821395901945, 'age': 2.2619461485438426, 'tumor-size': 2.2810242047847193}","irradiat, breast, menopause, node-caps, deg-malig, inv-nodes, breast-quad, age, tumor-size",menopause,,,,,,,,,0.37332335185389504,,,,,,,,,,,,,,,,,,,,,
1_breast,chain03_datawig,9,"{'irradiat': 0.9621461334087001, 'breast': 0.9767760065324899, 'menopause': 1.0491285906157648, 'node-caps': 1.0676553829615263, 'deg-malig': 1.4972088294090173, 'inv-nodes': 1.5958445662504868, 'breast-quad': 2.084821395901945, 'age': 2.2619461485438426, 'tumor-size': 2.2810242047847193}","irradiat, breast, menopause, node-caps, deg-malig, inv-nodes, breast-quad, age, tumor-size",node-caps,,,,,,,,,0.18620661558874887,,,,,,,,,,,,,,,,,,,,,
1_breast,chain03_datawig,9,"{'irradiat': 0.9621461334087001, 'breast': 0.9767760065324899, 'menopause': 1.0491285906157648, 'node-caps': 1.0676553829615263, 'deg-malig': 1.4972088294090173, 'inv-nodes': 1.5958445662504868, 'breast-quad': 2.084821395901945, 'age': 2.2619461485438426, 'tumor-size': 2.2810242047847193}","irradiat, breast, menopause, node-caps, deg-malig, inv-nodes, breast-quad, age, tumor-size",deg-malig,,,,,,,,,0.3233641549692006,,,,,,,,,,,,,,,,,,,,,
1_breast,chain03_datawig,9,"{'irradiat': 0.9621461334087001, 'breast': 0.9767760065324899, 'menopause': 1.0491285906157648, 'node-caps': 1.0676553829615263, 'deg-malig': 1.4972088294090173, 'inv-nodes': 1.5958445662504868, 'breast-quad': 2.084821395901945, 'age': 2.2619461485438426, 'tumor-size': 2.2810242047847193}","irradiat, breast, menopause, node-caps, deg-malig, inv-nodes, breast-quad, age, tumor-size",inv-nodes,,,,,,,,,0.18069834045429112,,,,,,,,,,,,,,,,,,,,,
1_breast,chain03_datawig,9,"{'irradiat': 0.9621461334087001, 'breast': 0.9767760065324899, 'menopause': 1.0491285906157648, 'node-caps': 1.0676553829615263, 'deg-malig': 1.4972088294090173, 'inv-nodes': 1.5958445662504868, 'breast-quad': 2.084821395901945, 'age': 2.2619461485438426, 'tumor-size': 2.2810242047847193}","irradiat, breast, menopause, node-caps, deg-malig, inv-nodes, breast-quad, age, tumor-size",breast-quad,,,,,,,,,0.2153890745245683,,,,,,,,,,,,,,,,,,,,,
1_breast,chain03_datawig,9,"{'irradiat': 0.9621461334087001, 'breast': 0.9767760065324899, 'menopause': 1.0491285906157648, 'node-caps': 1.0676553829615263, 'deg-malig': 1.4972088294090173, 'inv-nodes': 1.5958445662504868, 'breast-quad': 2.084821395901945, 'age': 2.2619461485438426, 'tumor-size': 2.2810242047847193}","irradiat, breast, menopause, node-caps, deg-malig, inv-nodes, breast-quad, age, tumor-size",age,,,,,,,,,0.12597940459899282,,,,,,,,,,,,,,,,,,,,,
1_breast,chain03_datawig,9,"{'irradiat': 0.9621461334087001, 'breast': 0.9767760065324899, 'menopause': 1.0491285906157648, 'node-caps': 1.0676553829615263, 'deg-malig': 1.4972088294090173, 'inv-nodes': 1.5958445662504868, 'breast-quad': 2.084821395901945, 'age': 2.2619461485438426, 'tumor-size': 2.2810242047847193}","irradiat, breast, menopause, node-caps, deg-malig, inv-nodes, breast-quad, age, tumor-size",tumor-size,,,,,,,,,0.2942229036996048,,,,,,,,,,,,,,,,,,,,,
1_breast,chain03_datawig,10,"{'irradiat': 0.9621461334087001, 'breast': 0.9767760065324899, 'menopause': 1.0491285906157648, 'node-caps': 1.0676553829615263, 'deg-malig': 1.4972088294090173, 'inv-nodes': 1.5958445662504868, 'breast-quad': 2.084821395901945, 'age': 2.2619461485438426, 'tumor-size': 2.2810242047847193}","irradiat, breast, menopause, node-caps, deg-malig, inv-nodes, breast-quad, age, tumor-size",irradiat,,,,,,,,,,0.3919256448633383,,,,,,,,,,,,,,,,,,,,
1_breast,chain03_datawig,10,"{'irradiat': 0.9621461334087001, 'breast': 0.9767760065324899, 'menopause': 1.0491285906157648, 'node-caps': 1.0676553829615263, 'deg-malig': 1.4972088294090173, 'inv-nodes': 1.5958445662504868, 'breast-quad': 2.084821395901945, 'age': 2.2619461485438426, 'tumor-size': 2.2810242047847193}","irradiat, breast, menopause, node-caps, deg-malig, inv-nodes, breast-quad, age, tumor-size",breast,,,,,,,,,,0.5173583744483866,,,,,,,,,,,,,,,,,,,,
1_breast,chain03_datawig,10,"{'irradiat': 0.9621461334087001, 'breast': 0.9767760065324899, 'menopause': 1.0491285906157648, 'node-caps': 1.0676553829615263, 'deg-malig': 1.4972088294090173, 'inv-nodes': 1.5958445662504868, 'breast-quad': 2.084821395901945, 'age': 2.2619461485438426, 'tumor-size': 2.2810242047847193}","irradiat, breast, menopause, node-caps, deg-malig, inv-nodes, breast-quad, age, tumor-size",menopause,,,,,,,,,,0.22460044681987673,,,,,,,,,,,,,,,,,,,,
1_breast,chain03_datawig,10,"{'irradiat': 0.9621461334087001, 'breast': 0.9767760065324899, 'menopause': 1.0491285906157648, 'node-caps': 1.0676553829615263, 'deg-malig': 1.4972088294090173, 'inv-nodes': 1.5958445662504868, 'breast-quad': 2.084821395901945, 'age': 2.2619461485438426, 'tumor-size': 2.2810242047847193}","irradiat, breast, menopause, node-caps, deg-malig, inv-nodes, breast-quad, age, tumor-size",node-caps,,,,,,,,,,0.785315430507936,,,,,,,,,,,,,,,,,,,,
1_breast,chain03_datawig,10,"{'irradiat': 0.9621461334087001, 'breast': 0.9767760065324899, 'menopause': 1.0491285906157648, 'node-caps': 1.0676553829615263, 'deg-malig': 1.4972088294090173, 'inv-nodes': 1.5958445662504868, 'breast-quad': 2.084821395901945, 'age': 2.2619461485438426, 'tumor-size': 2.2810242047847193}","irradiat, breast, menopause, node-caps, deg-malig, inv-nodes, breast-quad, age, tumor-size",deg-malig,,,,,,,,,,0.3662878765712814,,,,,,,,,,,,,,,,,,,,
1_breast,chain03_datawig,10,"{'irradiat': 0.9621461334087001, 'breast': 0.9767760065324899, 'menopause': 1.0491285906157648, 'node-caps': 1.0676553829615263, 'deg-malig': 1.4972088294090173, 'inv-nodes': 1.5958445662504868, 'breast-quad': 2.084821395901945, 'age': 2.2619461485438426, 'tumor-size': 2.2810242047847193}","irradiat, breast, menopause, node-caps, deg-malig, inv-nodes, breast-quad, age, tumor-size",inv-nodes,,,,,,,,,,0.32594081734094826,,,,,,,,,,,,,,,,,,,,
1_breast,chain03_datawig,10,"{'irradiat': 0.9621461334087001, 'breast': 0.9767760065324899, 'menopause': 1.0491285906157648, 'node-caps': 1.0676553829615263, 'deg-malig': 1.4972088294090173, 'inv-nodes': 1.5958445662504868, 'breast-quad': 2.084821395901945, 'age': 2.2619461485438426, 'tumor-size': 2.2810242047847193}","irradiat, breast, menopause, node-caps, deg-malig, inv-nodes, breast-quad, age, tumor-size",breast-quad,,,,,,,,,,0.21844047361918809,,,,,,,,,,,,,,,,,,,,
1_breast,chain03_datawig,10,"{'irradiat': 0.9621461334087001, 'breast': 0.9767760065324899, 'menopause': 1.0491285906157648, 'node-caps': 1.0676553829615263, 'deg-malig': 1.4972088294090173, 'inv-nodes': 1.5958445662504868, 'breast-quad': 2.084821395901945, 'age': 2.2619461485438426, 'tumor-size': 2.2810242047847193}","irradiat, breast, menopause, node-caps, deg-malig, inv-nodes, breast-quad, age, tumor-size",age,,,,,,,,,,0.22228944394641542,,,,,,,,,,,,,,,,,,,,
1_breast,chain03_datawig,10,"{'irradiat': 0.9621461334087001, 'breast': 0.9767760065324899, 'menopause': 1.0491285906157648, 'node-caps': 1.0676553829615263, 'deg-malig': 1.4972088294090173, 'inv-nodes': 1.5958445662504868, 'breast-quad': 2.084821395901945, 'age': 2.2619461485438426, 'tumor-size': 2.2810242047847193}","irradiat, breast, menopause, node-caps, deg-malig, inv-nodes, breast-quad, age, tumor-size",tumor-size,,,,,,,,,,0.21374942371128008,,,,,,,,,,,,,,,,,,,,
1_breast,chain03_datawig,11,"{'irradiat': 0.9621461334087001, 'breast': 0.9767760065324899, 'menopause': 1.0491285906157648, 'node-caps': 1.0676553829615263, 'deg-malig': 1.4972088294090173, 'inv-nodes': 1.5958445662504868, 'breast-quad': 2.084821395901945, 'age': 2.2619461485438426, 'tumor-size': 2.2810242047847193}","irradiat, breast, menopause, node-caps, deg-malig, inv-nodes, breast-quad, age, tumor-size",irradiat,,,,,,,,,,,0.46031072311224225,,,,,,,,,,,,,,,,,,,
1_breast,chain03_datawig,11,"{'irradiat': 0.9621461334087001, 'breast': 0.9767760065324899, 'menopause': 1.0491285906157648, 'node-caps': 1.0676553829615263, 'deg-malig': 1.4972088294090173, 'inv-nodes': 1.5958445662504868, 'breast-quad': 2.084821395901945, 'age': 2.2619461485438426, 'tumor-size': 2.2810242047847193}","irradiat, breast, menopause, node-caps, deg-malig, inv-nodes, breast-quad, age, tumor-size",breast,,,,,,,,,,,0.463618094294554,,,,,,,,,,,,,,,,,,,
1_breast,chain03_datawig,11,"{'irradiat': 0.9621461334087001, 'breast': 0.9767760065324899, 'menopause': 1.0491285906157648, 'node-caps': 1.0676553829615263, 'deg-malig': 1.4972088294090173, 'inv-nodes': 1.5958445662504868, 'breast-quad': 2.084821395901945, 'age': 2.2619461485438426, 'tumor-size': 2.2810242047847193}","irradiat, breast, menopause, node-caps, deg-malig, inv-nodes, breast-quad, age, tumor-size",menopause,,,,,,,,,,,0.4333288014917461,,,,,,,,,,,,,,,,,,,
1_breast,chain03_datawig,11,"{'irradiat': 0.9621461334087001, 'breast': 0.9767760065324899, 'menopause': 1.0491285906157648, 'node-caps': 1.0676553829615263, 'deg-malig': 1.4972088294090173, 'inv-nodes': 1.5958445662504868, 'breast-quad': 2.084821395901945, 'age': 2.2619461485438426, 'tumor-size': 2.2810242047847193}","irradiat, breast, menopause, node-caps, deg-malig, inv-nodes, breast-quad, age, tumor-size",node-caps,,,,,,,,,,,0.16367582317326487,,,,,,,,,,,,,,,,,,,
