Dataset,method,Iteration,Column,1th Iteration RMSE,2th Iteration RMSE,3th Iteration RMSE,4th Iteration RMSE,5th Iteration RMSE,6th Iteration RMSE,7th Iteration RMSE,8th Iteration RMSE,9th Iteration RMSE,10th Iteration RMSE,11th Iteration RMSE,12th Iteration RMSE,13th Iteration RMSE,14th Iteration RMSE,15th Iteration RMSE,16th Iteration RMSE,17th Iteration RMSE,18th Iteration RMSE,19th Iteration RMSE,20th Iteration RMSE,21th Iteration RMSE,22th Iteration RMSE,23th Iteration RMSE,24th Iteration RMSE,25th Iteration RMSE,26th Iteration RMSE,27th Iteration RMSE,28th Iteration RMSE,29th Iteration RMSE,30th Iteration RMSE
5_spam,chain03_datawig,1,char_freq_3,0.006228309057622166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_spam,chain03_datawig,1,char_freq_6,0.021738598679202532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_spam,chain03_datawig,1,char_freq_2,0.5690788056083004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_spam,chain03_datawig,1,word_freq_85,0.024582893457176007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_spam,chain03_datawig,1,word_freq_parts,0.11545067467399056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_spam,chain03_datawig,1,word_freq_money,0.053034115169826056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_spam,chain03_datawig,1,word_freq_credit,0.142158053341443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_spam,chain03_datawig,1,word_freq_report,0.053970632135642925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_spam,chain03_datawig,1,word_freq_3d,0.008638904317026321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_spam,chain03_datawig,1,word_freq_telnet,0.20998484840880757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_spam,chain03_datawig,1,word_freq_free,0.0759443053401377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_spam,chain03_datawig,1,capital_run_length_average,0.6243229901540848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_spam,chain03_datawig,1,word_freq_table,0.035350302264757216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_spam,chain03_datawig,1,word_freq_project,0.1326962583563758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_spam,chain03_datawig,1,word_freq_internet,0.08977972184874725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_spam,chain03_datawig,1,char_freq_5,0.07633933220466904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_spam,chain03_datawig,1,char_freq_1,0.22751904220655003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_spam,chain03_datawig,1,word_freq_address,0.18544094766148678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_spam,chain03_datawig,1,word_freq_mail,0.5082228910650896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_spam,chain03_datawig,1,word_freq_conference,0.0412006835467199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_spam,chain03_datawig,1,word_freq_data,0.34722726055733194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_spam,chain03_datawig,1,word_freq_re,0.6001329043704285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_spam,chain03_datawig,1,char_freq_4,0.12623217105019294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_spam,chain03_datawig,1,capital_run_length_total,0.06941135498728003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_spam,chain03_datawig,1,word_freq_cs,0.08156001536954245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_spam,chain03_datawig,1,word_freq_lab,0.25167554549401533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_spam,chain03_datawig,1,word_freq_over,0.1915819279191262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_spam,chain03_datawig,1,word_freq_pm,0.2674205102818389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_spam,chain03_datawig,1,word_freq_font,0.15809609483382045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_spam,chain03_datawig,1,word_freq_edu,0.19991467893282586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_spam,chain03_datawig,1,word_freq_people,0.2562637225122532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_spam,chain03_datawig,1,word_freq_415,0.05642650477657599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_spam,chain03_datawig,1,word_freq_857,0.09987065776397942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_spam,chain03_datawig,1,word_freq_meeting,0.16498624304393716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_spam,chain03_datawig,1,word_freq_technology,0.19369403692815526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_spam,chain03_datawig,1,word_freq_email,0.3126952657709658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
