Dataset,method,Experiment,RMSE
31_blood,chain03_datawig,1,0.1714 ± 0.0989
31_blood,chain03_datawig,2,0.1705 ± 0.1217
31_blood,chain03_datawig,3,0.2031 ± 0.1223
31_blood,chain03_datawig,4,0.1456 ± 0.0717
31_blood,chain03_datawig,5,0.2349 ± 0.1045
31_blood,chain03_datawig,6,0.1851 ± 0.0890
31_blood,chain03_datawig,7,0.2116 ± 0.1322
31_blood,chain03_datawig,8,0.2362 ± 0.1091
31_blood,chain03_datawig,9,0.1699 ± 0.0915
31_blood,chain03_datawig,10,0.3043 ± 0.2397
31_blood,chain03_datawig,11,0.1920 ± 0.0840
31_blood,chain03_datawig,12,0.1452 ± 0.0622
31_blood,chain03_datawig,13,0.1831 ± 0.0408
31_blood,chain03_datawig,14,0.2398 ± 0.1162
31_blood,chain03_datawig,15,0.1971 ± 0.0813
31_blood,chain03_datawig,16,0.2023 ± 0.0986
31_blood,chain03_datawig,17,0.2586 ± 0.1147
31_blood,chain03_datawig,18,0.3043 ± 0.1762
31_blood,chain03_datawig,19,0.1408 ± 0.0711
31_blood,chain03_datawig,20,0.2072 ± 0.0964
31_blood,chain03_datawig,21,0.1601 ± 0.0829
31_blood,chain03_datawig,22,0.2118 ± 0.0779
31_blood,chain03_datawig,23,0.2180 ± 0.0756
31_blood,chain03_datawig,24,0.2333 ± 0.1281
31_blood,chain03_datawig,25,0.1712 ± 0.0783
31_blood,chain03_datawig,26,0.1815 ± 0.1057
31_blood,chain03_datawig,27,0.2307 ± 0.0884
31_blood,chain03_datawig,28,0.1893 ± 0.0466
31_blood,chain03_datawig,29,0.2708 ± 0.1611
31_blood,chain03_datawig,30,0.1570 ± 0.0751
